nci60	ccle	cgp	gdsc	gdscDec15	ctrp	nciSclc	mdaMills	almanac	utsw	sarcoma	genSclc	nob	gbSarcoma	cshl	lantern	lantnci	ncats	uniSarcoma	genSarcoma	tncats	achilles	ukhyun	ancats	acc	prism	cellosaurus_accession	cellosaurus_identifier
NA	BICR 16	NA	NA	NA	BICR 16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BICR16	NA	NA	NA	BICR16	CVCL_2308	BICR 16
NA	BICR 18	NA	NA	NA	BICR 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2309	BICR 18
NA	BICR 22	NA	BICR22	BICR22	BICR 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BICR22	NA	NA	NA	NA	CVCL_2310	BICR 22
NA	BICR 31	NA	BICR31	BICR31	BICR 31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BICR31	NA	NA	NA	BICR31	CVCL_2312	BICR 31
NA	BICR 56	NA	NA	NA	BICR 56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BICR56	NA	NA	NA	BICR56	CVCL_2313	BICR 56
NA	BICR 6	NA	NA	NA	BICR 6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BICR6	NA	NA	NA	BICR6	CVCL_2314	BICR 6
NA	BJ hTERT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_6573	BJ1-hTERT
NA	BT-474	NA	BT-474	BT-474	BT-474	NA	BT474	NA	NA	NA	NA	NA	NA	NA	NA	NA	BT474	NA	NA	NA	NA	NA	NA	NA	BT474	CVCL_0179	BT-474
NA	BT-483	NA	BT-483	BT-483	NA	NA	BT483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2319	BT-483
NA	CADO-ES1	NA	CADO-ES1	CADO-ES1	CADO-ES1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CADO-ES1	NA	NA	NA	NA	NA	CADOES1	CVCL_1103	CADO-ES1
NA	Caki-2	NA	NA	NA	Caki-2	NA	CAKI2	NA	NA	NA	NA	NA	NA	NA	Caki-2	NA	NA	NA	NA	NA	CAKI2	NA	NA	NA	NA	CVCL_0235	Caki-2
NA	CAL-29	NA	CAL-29	CAL-29	CAL-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAL29	NA	NA	NA	CAL29	CVCL_1808	CAL-29
NA	CAL-78	NA	CAL-78	CAL-78	CAL-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAL78	NA	NA	NA	CAL78	CVCL_1809	CAL-78
NA	CCK-81	NA	CCK-81	CCK-81	CCK-81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CCK81	NA	NA	NA	NA	CVCL_2873	CCK-81
NA	CH-157MN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CH157MN	NA	NA	NA	NA	CVCL_5723	CH-157MN
NA	CHP-126	NA	CHP-126	CHP-126	CHP-126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1123	CHP-126
NA	CI-1	NA	NA	NA	CI-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1861	Ci-1
NA	CJM	NA	NA	NA	CJM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CJM	NA	NA	NA	CJM	NA	NA
NA	CL-11	NA	CL-11	CL-11	CL-11	NA	CL11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CL11	NA	NA	NA	NA	CVCL_1978	CL-11
NA	CL-14	NA	NA	NA	NA	NA	CL14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1979	CL-14
NA	CL-34	NA	CL-34	CL-34	CL-34	NA	CL34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CL34	CVCL_1980	CL-34
NA	CL-40	NA	CL-40	CL-40	NA	NA	CL40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1982	CL-40
NA	CMK-11-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0217	CMK-11-5
NA	CMK-86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2804	CMK-86
NA	COLO 201	NA	NA	NA	COLO 201	NA	COLO201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COLO201	NA	NA	NA	NA	CVCL_1987	COLO 201
NA	COLO 684	NA	NA	NA	COLO 684	NA	COLO684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1132	COLO 684
NA	COLO 775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1996	COLO 775
NA	COLO 829	NA	COLO-829	COLO-829	COLO 829	NA	COLO829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1137	COLO 829
NA	COLO-320	NA	COLO-320	NA	COLO-320	NA	COLO320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COLO320	NA	NA	NA	NA	CVCL_1989	COLO 320
NA	COLO-677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1862	COLO 677
NA	COLO-704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1994	COLO 704
NA	COLO-783	NA	COLO-783	COLO-783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COLO783	CVCL_1997	COLO 783
NA	COLO-818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1998	COLO 818
NA	COLO-849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2002	COLO 849
NA	NA	NA	NA	NA	NA	LXFS 605L	NA	NA	NA	NA	LXFS-605L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	LXFS 650L	NA	NA	NA	NA	LXFS-650L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	MS-1	MS-1	MS-1	NA	NA	NA	NA	NA	NA	MS-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NCI-H1048	NCI-H1048	NCI-H1048	NCI-H1048	NA	NCI-H1048	H1048	NA	H1048	NA	NCI-H1048	NA	NA	NCI-H1048	NA	NA	NA	NA	NA	NA	NCIH1048	NA	NA	NA	NCIH1048	CVCL_1453	NCI-H1048
NA	COV318	NA	NA	NA	NA	NA	COV318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COV318	NA	NA	NA	NA	CVCL_2419	COV318
NA	COV362	NA	NA	NA	COV362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COV362	NA	NA	NA	COV362	CVCL_2420	COV362
NA	COV434	NA	NA	NA	COV434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COV434	NA	NA	NA	COV434	CVCL_2010	COV434
NA	COV504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COV504	NA	NA	NA	NA	CVCL_2424	COV504
NA	COV644	NA	NA	NA	COV644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COV644	NA	NA	NA	NA	CVCL_2425	COV644
NA	D341 Med	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D341	NA	NA	NA	NA	CVCL_0018	D341 Med
NA	DAN-G	NA	DAN-G	DAN-G	DAN-G	NA	DANG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DANG	NA	NA	NA	DANG	CVCL_0243	DAN-G
NA	DFCI024	NA	NA	NA	NA	NA	DFCI024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A762	DFCI024
NA	DLD-1	NA	NA	NA	DLD-1	NA	DLD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DLD-1	DLD1	NA	DLD-1	NA	NA	CVCL_0248	DLD-1
NA	DM-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2019	DM-3
NA	NCI-H1092	NCI-H1092	NCI-H1092	NCI-H1092	NCI-H1092	NCI-H1092	NA	NA	H1092	NA	NCI-H1092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH1092	NA	NA	NA	NA	CVCL_1454	NCI-H1092
NA	DND-41	NA	DND-41	DND-41	DND-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2022	DND-41
NA	EB1	NA	NA	NA	EB1	NA	EB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2027	EB1
NA	EBC-1	NA	EBC-1	EBC-1	EBC-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EBC1	NA	NA	NA	EBC1	CVCL_2891	EBC-1
NA	ECC10	NA	ECC10	ECC10	ECC10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1188	ECC10
NA	EFE-184	NA	NA	EFE-184	EFE-184	NA	EFE184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EFE184	NA	NA	NA	NA	CVCL_1191	EFE-184
NA	EFM-192A	NA	EFM-192A	EFM-192A	EFM-192A	NA	EFM192A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EFM192A	CVCL_1812	EFM-192A
NA	EJM	NA	EJM	EJM	EJM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EJM	EJM	NA	EJM	NA	NA	CVCL_2030	EJM
NA	EN	NA	EN	EN	EN	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EN	NA	NA	NA	EN	CVCL_2034	EN
NA	EOL-1	NA	NA	NA	EOL-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EoL-1	EOL1	NA	EoL-1	NA	NA	CVCL_0258	EoL-1
NA	ES-2	NA	ES-2	ES-2	ES-2	NA	ES2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES2	NA	NA	NA	ES2	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ES-2	NA	NA	ES2	NA	NA	NA	NA	ES2	ES2	NA	NA	NA	NA	NA	NA	NA	NA
NA	EW8	NA	NA	NA	NA	NA	NA	NA	NA	EW8	NA	NA	EW8	NA	NA	NA	NA	EW8	EW8	EW-8	EW8	NA	EW-8	NA	NA	CVCL_V618	EW-8
NA	EWS502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EWS502	NA	EWS502	NA	NA	NA	EWS502	CVCL_S740	EWS-502
NA	F-36P	NA	NA	NA	F-36P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F36P	NA	NA	NA	NA	CVCL_2037	F-36P
NA	F5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F5	NA	NA	NA	NA	NA	NA
NA	FTC-238	NA	NA	NA	FTC-238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FTC238	CVCL_2447	FTC-238
NA	FU-OV-1	NA	FU-OV-1	FU-OV-1	FU-OV-1	NA	FUOV1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2047	FU-OV-1
NA	FU97	NA	FU97	FU97	FU97	NA	FU97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FU97	NA	NA	NA	NA	CVCL_2908	Fu97
NA	G-292, clone A141B1	NA	G-292-Clone-A141B1	G-292-Clone-A141B1	G-292, clone A141B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G-292, clone A141B1	G-292 clone A141B1	G292CLONEA141B1	NA	G-292 clone A141B1	NA	G292CLONEA141B1	CVCL_2909	G-292 clone A141B1
NA	G-402	NA	G-402	G-402	G-402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G402	NA	NA	NA	G402	CVCL_1221	G-402
NA	GA-10	NA	GA-10	GA-10	GA-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1222	GA-10
NA	GB-1	NA	GB-1	GB-1	GB-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GB1	NA	NA	NA	GB1	CVCL_1227	GB-1
NA	GOS-3	NA	NA	NA	GOS-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GOS3	CVCL_2050	GOS-3
NA	GP2d	NA	NA	NA	GP2d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GP2D	CVCL_2450	GP2d
NA	GR-M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2451	GR-M
NA	GRANTA-519	NA	GRANTA-519	GRANTA-519	GRANTA-519	NA	GRANTA519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1818	Granta-519
NA	GSS	NA	NA	NA	GSS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSS	NA	NA	NA	NA	CVCL_8876	GSS
NA	GSU	NA	NA	NA	GSU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSU	NA	NA	NA	NA	CVCL_8877	GSU
NA	HARA	NA	HARA	HARA	HARA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HARA	NA	NA	NA	HARA	NA	NA
NA	HCC-1171	NA	NA	NA	HCC-1171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_5126	HCC1171
NA	HCC-1195	NA	NA	NA	HCC-1195	NA	HCC1195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1195	CVCL_5127	HCC1195
NA	HCC-1359	NA	NA	NA	NA	NA	HCC1359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1359	NA	NA	NA	HCC1359	CVCL_5128	HCC1359
NA	HCC-1438	NA	NA	NA	HCC-1438	NA	HCC1438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1438	CVCL_L088	HCC1438
NA	HCC-15	NA	HCC-15	HCC-15	HCC-15	NA	HCC15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC15	NA	NA	NA	HCC15	CVCL_2057	HCC15
NA	HCC-1588	NA	NA	NA	HCC-1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A351	HCC1588
NA	HCC-1833	NA	NA	NA	HCC-1833	NA	HCC1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_5129	HCC1833
NA	HCC-1897	NA	NA	NA	NA	NA	HCC1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_V578	HCC1897
NA	HCC-2108	NA	NA	NA	HCC-2108	NA	HCC2108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A352	HCC2108
NA	HCC-2279	NA	NA	NA	HCC-2279	NA	HCC2279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_5131	HCC2279
NA	HCC-2814	NA	NA	NA	NA	NA	HCC2814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_V586	HCC2814
NA	NCI-H1105	NCI-H1105	NCI-H1105	NCI-H1105	NCI-H1105	NCI-H1105	NA	NA	NA	NA	NCI-H1105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1455	NCI-H1105
NA	HCC-366	NA	HCC-366	HCC-366	HCC-366	NA	HCC366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC366	NA	NA	NA	HCC366	CVCL_2059	HCC366
NA	HCC-44	NA	HCC-44	HCC-44	HCC-44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC44	NA	NA	NA	HCC44	CVCL_2060	HCC44
NA	HCC-56	NA	HCC-56	HCC-56	HCC-56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC56	NA	NA	NA	HCC56	CVCL_2917	HCC-56
NA	HCC-78	NA	HCC-78	HCC-78	HCC-78	NA	HCC78	NA	NA	NA	NA	NA	NA	NA	HCC-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC78	CVCL_2061	HCC78
NA	HCC-827-GR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC827GR5	NA	NA	NA	NA	CVCL_V622	HCC827 GR5
NA	HCC-95	NA	NA	NA	HCC-95	NA	HCC95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC95	NA	NA	NA	HCC95	CVCL_5137	HCC95
NA	HCC1428	NA	HCC1428	HCC1428	HCC1428	NA	HCC1428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1428	NA	NA	NA	HCC1428	CVCL_1252	HCC1428
NA	HCC1500	NA	HCC1500	HCC1500	HCC1500	NA	HCC1500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1254	HCC1500
NA	HCC1569	NA	HCC1569	HCC1569	HCC1569	NA	HCC1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1255	HCC1569
NA	HCC202	NA	HCC202	HCC202	HCC202	NA	HCC202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC202	NA	NA	NA	NA	CVCL_2062	HCC202
NA	HCC2935	NA	NA	NA	HCC2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC2935	NA	NA	NA	NA	CVCL_1265	HCC2935
NA	HCC364	NA	NA	NA	NA	NA	HCC364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_5134	HCC364
NA	HCC4006	NA	NA	NA	HCC4006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC4006	CVCL_1269	HCC4006
NA	HCC827	NA	HCC-827	HCC-827	HCC827	NA	HCC827	NA	NA	NA	NA	NA	NA	NA	HCC827	NA	HCC827	NA	NA	NA	HCC827	NA	NA	NA	HCC827	CVCL_2063	HCC827
NA	HCT-8	NA	NA	NA	HCT-8	NA	HCT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2478	HCT 8
NA	HDQ-P1	NA	HDQ-P1	HDQ-P1	HDQ-P1	NA	HDQP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HDQP1	CVCL_2067	HDQ-P1
NA	HEC-1-A	NA	NA	NA	HEC-1-A	NA	HEC1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC1A	CVCL_0293	HEC-1-A
NA	HEC-108	NA	NA	NA	HEC-108	NA	HEC108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC108	CVCL_2923	HEC-108
NA	HEC-151	NA	NA	NA	HEC-151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC151	CVCL_2925	HEC-151
NA	HEC-251	NA	NA	NA	HEC-251	NA	HEC251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC251	NA	NA	NA	HEC251	CVCL_2927	HEC-251
NA	HEC-265	NA	NA	NA	HEC-265	NA	HEC265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC265	NA	NA	NA	HEC265	CVCL_2928	HEC-265
NA	HEC-50B	NA	NA	NA	HEC-50B	NA	HEC50B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC50B	NA	NA	NA	NA	CVCL_2929	HEC-50B
NA	HEC-59	NA	NA	NA	HEC-59	NA	HEC59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC59	NA	NA	NA	HEC59	CVCL_2930	HEC-59
NA	HEC-6	NA	NA	NA	HEC-6	NA	HEC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC6	NA	NA	NA	HEC6	CVCL_2931	HEC-6
NA	HEK TE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_WS59	HEK TE
NA	HEL 92.1.7	NA	NA	NA	HEL 92.1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEL9217	NA	NA	HEL 92.1.7	HEL9217	NA	HEL 92.1.7	NA	NA	CVCL_2481	HEL 92.1.7
NA	Hep 3B2.1-7	NA	Hep3B2-1-7	Hep3B2-1-7	Hep 3B2.1-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEP3B217	CVCL_0326	Hep 3B2.1-7
NA	Hep G2	NA	NA	NA	Hep G2	NA	HEPG2	NA	NA	NA	NA	NA	NA	NA	Hep G2	NA	NA	NA	NA	NA	HEPG2	NA	NA	NA	NA	CVCL_0027	Hep-G2
NA	Hey-A8	NA	NA	NA	Hey-A8	NA	HEYA8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEYA8	NA	NA	NA	HEYA8	CVCL_8878	HEY A8
NA	HK-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	HLC-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	HLF	NA	NA	NA	HLF	NA	HLF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HLF	NA	NA	NA	HLF	CVCL_2947	HLF
NA	HLF-a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2255	HLF-a
NA	HMC-1-8	NA	NA	NA	HMC-1-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HMC18	NA	NA	NA	HMC18	CVCL_2949	HMC-1-8
NA	HMCB	NA	NA	NA	HMCB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_3317	HMCB
NA	HMEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_IZ34	HMEL
NA	HPAC	NA	HPAC	HPAC	HPAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HPAC	CVCL_3517	HPAC
NA	HPB-ALL	NA	NA	NA	HPB-ALL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1820	HPB-ALL
NA	Hs 172.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0660	Hs 172.T
NA	Hs 229.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0698	Hs 229.T
NA	Hs 255.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0707	Hs 255.T
NA	Hs 274.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0711	Hs 274.T
NA	Hs 281.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0715	Hs 281.T
NA	Hs 294T	NA	NA	NA	Hs 294T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HS294T	NA	NA	NA	HS294T	CVCL_0331	Hs 294T
NA	Hs 343.T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0726	Hs 343.T
